KID,LOCATION,ORIGINAL-OPERATOR,CURRENT-OPERATOR,LEASE,API,ELEVATION,LOGGER,TOOL,TOP,BOTTOM,TEMP,SCANNED,LOG_DATE
"1023732216","T32S R12W, Sec. 28,     SW SW SE","Woolsey Petroleum Corp.","Dixon Operating Company, LLC","Tedrow 6","15-007-22671","1658 KB","Eli Wireline Services         ","Dual Induction Log                                                   ","0","5008","125","Scanned","08/233/2001"
"1027703230","T32S R12W, Sec. 29,     NE SW NW","Woolsey Operating Company, LLC","Woolsey Operating Company, LLC","Warwick 5","15-007-22679","1698 KB","Eli Wireline Services         ","Dual Induction Log                                                   ","0","5054","126","Scanned","10/284/2001"
"1006016234","T32S R13W, Sec. 24,     E2 SE NE","TXO Production Corp.","Marathon Oil Company","Lonker 'E' 1","15-007-21467","1634 KB","Gearhart                      ","Dual Induction Laterolog                                             ","257","4528","130","Unscanned","06/174/1982"
"1006016234","T32S R13W, Sec. 24,     E2 SE NE","TXO Production Corp.","Marathon Oil Company","Lonker 'E' 1","15-007-21467","1634 KB","Gearhart                      ","Compensated Density Compensated Neutron Log                          ","2487","4526","","Unscanned","06/174/1982"
"1043128395","T32S R12W, Sec. 27,     NW NE SW","White Exploration, Inc.","White Exploration, Inc.","Ash 'B' 1","15-007-23629","1609 KB","Geologist's Report            ","Lithology Strip Log                                                  ","3500","4925","","Scanned","12/349/2010"
"1043128395","T32S R12W, Sec. 27,     NW NE SW","White Exploration, Inc.","White Exploration, Inc.","Ash 'B' 1","15-007-23629","1609 KB","Geologist's Report            ","Lithology Strip Log                                                  ","3500","4925","","Scanned","12/349/2010"
"1027703230","T32S R12W, Sec. 29,     NE SW NW","Woolsey Operating Company, LLC","Woolsey Operating Company, LLC","Warwick 5","15-007-22679","1698 KB","Geologist's Report            ","Drilling Time Gas Curve Sample Log                                   ","1900","5059","","Scanned","10/283/2001"
"1006014628","T32S R12W, Sec. 29,     S2 NW NE","Graves Drilling Co., Inc.","Dixon Operating Company, LLC","Warwick 3","15-007-20614","1629 KB","Geologist's Report            ","Drilling Time and Sample Log                                         ","3400","4475","","Scanned","05/121/1978"
"1006015915","T32S R13W, Sec. 13,       NE SE","McCoy Petroleum Corp.","","Thomas 'D' 1","15-007-21280","1559 KB","Geologist's Report            ","Drilling Time and Sample Log                                         ","3400","4430","","Unscanned","11/307/1981"
"1034468742","T32S R12W, Sec. 28,   NE SW SE SE","Kenneth S. White","White Exploration, Inc.","Ash 1","15-007-23000","1565 KB","Geologist's Report            ","Drilling Time and Sample Log                                         ","3200","4550","","Scanned","04/95/2006"
"1006017286","T32S R12W, Sec. 30,     NE SE NW","CLARKE CORP.","Graves Drilling Co., Inc.","Bloom-Jacobs 1","15-007-22026","1716 KB","Geologist's Report            ","Drilling Time and Sample Log                                         ","4200","4600","","Unscanned","04/112/1985"
"1013358453","T32S R12W, Sec. 18,     S2 S2 NE","ANDERSON ENERGY, INC.","Anderson Energy, Inc.","Snyder-Thomas 1-18","15-007-22623","1648 KB","Geologist's Report            ","Drilling Time and Sample Log                                         ","3300","4450","","Unscanned","07/202/2000"
"1023732216","T32S R12W, Sec. 28,     SW SW SE","Woolsey Petroleum Corp.","Dixon Operating Company, LLC","Tedrow 6","15-007-22671","1658 KB","Geologist's Report            ","Drilling Time and Sample Log                                         ","1900","5010","","Scanned","08/233/2001"
"1038844444","T32S R12W, Sec. 28,     SW SE NE","White Exploration, Inc.","White Exploration, Inc.","Ash 'A' 1","15-007-23410","1632 KB","Geologist's Report            ","Drilling Time and Sample Log                                         ","3200","4900","","Scanned","12/354/2008"
"1006017526","T32S R12W, Sec. 29,   SW SE SE NE","Graves Drilling Co., Inc.","Dixon Operating Company, LLC","Thomas-Forsyth 15","15-007-22158","1581 KB","Great Guns                    ","Sonic Cement Bond Log                                                ","4100","4830","","Scanned","08/235/1987"
"1006017902","T32S R12W, Sec. 27,       SE NW","Coats and Malone, Inc.","Coats Energy, Inc.","Ash 1","15-007-22360","1599 KB","Great Guns                    ","Sonic Frac Finder                                                    ","4400","4923","","Unscanned","04/120/1991"
"1006014454","T32S R12W, Sec. 28,     SW NE SE","American Petroleum Co.","Lotus Operating Company, L.L.C.","Ash 'B' 1","15-007-20523","1595 KB","Great Guns                    ","Correlation Log                                                      ","4200","4458","","Scanned","10/294/1985"
"1006017902","T32S R12W, Sec. 27,       SE NW","Coats and Malone, Inc.","Coats Energy, Inc.","Ash 1","15-007-22360","1599 KB","Great Guns                    ","Dual Compensated Porosity Log                                        ","3000","4905","","Unscanned","04/120/1991"
"1006013661","T32S R12W, Sec. 20,       NW SE","Barbara Oil Co.","Dixon Operating Company, LLC","Kirkbride 4","15-007-20111","1649 KB","Great Guns                    ","RA Guard Log                                                         ","0","4504","120","Unscanned","08/223/1969"
"1006013655","T32S R12W, Sec. 20,   NE SW SW NE","Barbara Oil Co.","Dixon Operating Company, LLC","Forsyth Unit 6-3","15-007-20108","1622 KB","Great Guns                    ","RA Guard Log                                                         ","0","4467","120","Unscanned","06/161/1969"
"1006013659","T32S R12W, Sec. 20,   SE NW SE NW","Barbara Oil Co.","Dixon Operating Company, LLC","Forsyth Unit 7-2","15-007-20110","1666 KB","Great Guns                    ","RA Guard Log                                                         ","0","4521","120","Unscanned","07/209/1969"
"1006013687","T32S R12W, Sec. 20,       NE SW","Barbara Oil Co.","Dixon Operating Company, LLC","Kirkbride 'A' 1","15-007-20124","1689 KB","Great Guns                    ","RA Guard Log                                                         ","0","4545","120","Unscanned","10/303/1969"
"1006014059","T32S R12W, Sec. 28,     NW SW SE","Clarke Corp.","Dixon Operating Company, LLC","Tedrow 2","15-007-20322","1626 KB","Great Guns                    ","RA Guard Log                                                         ","0","4547","115","Scanned","06/164/1975"
"1006015915","T32S R13W, Sec. 13,       NE SE","McCoy Petroleum Corp.","","Thomas 'D' 1","15-007-21280","1559 KB","Great Guns                    ","RA Guard Log                                                         ","0","4427","120","Unscanned","11/307/1981"
"1006016107","T32S R13W, Sec. 24,     SE NE NE","Graves Drilling Co., Inc.","Graves Drilling Co., Inc.","Lonker 2","15-007-21392","1574 KB","Great Guns                    ","RA Guard Log                                                         ","0","4457","115","Unscanned","03/65/1982"
"1006016220","T32S R13W, Sec. 24,     NE SW NE","Graves Drilling Co., Inc.","Graves Drilling Co., Inc.","Lonker 3","15-007-21460","1577 KB","Great Guns                    ","RA Guard Log                                                         ","0","4440","116","Unscanned","06/153/1982"
"1006017526","T32S R12W, Sec. 29,   SW SE SE NE","Graves Drilling Co., Inc.","Dixon Operating Company, LLC","Thomas-Forsyth 15","15-007-22158","1581 KB","Great Guns                    ","RA Guard Log                                                         ","0","4823","123","Scanned","08/229/1987"
"1006017526","T32S R12W, Sec. 29,   SW SE SE NE","Graves Drilling Co., Inc.","Dixon Operating Company, LLC","Thomas-Forsyth 15","15-007-22158","1581 KB","Great Guns                    ","Dual Porosity Log                                                    ","3400","4828","","Scanned","08/229/1987"
"1006016220","T32S R13W, Sec. 24,     NE SW NE","Graves Drilling Co., Inc.","Graves Drilling Co., Inc.","Lonker 3","15-007-21460","1577 KB","Great Guns                    ","Compensated Density                                                  ","3200","4442","116","Unscanned","06/174/1982"
"1006017902","T32S R12W, Sec. 27,       SE NW","Coats and Malone, Inc.","Coats Energy, Inc.","Ash 1","15-007-22360","1599 KB","Great Guns                    ","Dual Induction Log                                                   ","490","4924","","Unscanned","04/120/1991"
"1006017902","T32S R12W, Sec. 27,       SE NW","Coats and Malone, Inc.","Coats Energy, Inc.","Ash 1","15-007-22360","1599 KB","Great Guns                    ","Dual Induction Log                                                   ","490","4924","","Unscanned","04/120/1991"
"1001187304","T32S R13W, Sec. 24,     SE SE SE","Sinclair Oil and Gas Co.","","Lonker, E.T. 1","15-007-10105","1641 KB","Halliburton                   ","Radiation Guard                                                      ","100","4500","","Unscanned","05/123/1955"
"1006013323","T32S R13W, Sec. 25,     NE NE NE","Fred B. Anschutz","","Lonker 1","15-007-00522","1655 KB","Halliburton                   ","Radiation Guard                                                      ","350","4950","","Unscanned","10/298/1954"
"1001187204","T32S R12W, Sec. 17,     SW SW SE","Max Cohen","Dixon Operating Company, LLC","Forsyth Unit 4-1","15-007-10081","1656 KB","Lane-Wells                    ","Radioactivity Log                                                    ","3450","4517","","Scanned","12/346/1957"
"1001187225","T32S R12W, Sec. 20,     NW NE NW","Amerada Petroleum Corp.","Dixon Operating Company, LLC","Forsyth Unit 5-2","15-007-10096","1603 KB","Lane-Wells                    ","Radioactivity Log                                                    ","4100","4410","","Unscanned","06/159/1956"
"1034468742","T32S R12W, Sec. 28,   NE SW SE SE","Kenneth S. White","White Exploration, Inc.","Ash 1","15-007-23000","1565 KB","Log-Tech                      ","Dual Induction Log                                                   ","300","4552","123","Scanned","04/94/2006"
"1043128395","T32S R12W, Sec. 27,     NW NE SW","White Exploration, Inc.","White Exploration, Inc.","Ash 'B' 1","15-007-23629","1609 KB","Log-Tech                      ","Dual Induction Log                                                   ","250","4922","125","Scanned","12/349/2010"
"1044013854","T32S R12W, Sec. 27,   SW NE SW SW","White Exploration, Inc.","White Exploration, Inc.","Ash 2","15-007-23798","1613 KB","Log-Tech                      ","Dual Induction Log                                                   ","250","4927","127","Scanned","11/326/2011"
"1044013854","T32S R12W, Sec. 27,   SW NE SW SW","White Exploration, Inc.","White Exploration, Inc.","Ash 2","15-007-23798","1613 KB","Log-Tech                      ","Dual Induction Log                                                   ","250","4927","127","Scanned","11/326/2011"
"1038844444","T32S R12W, Sec. 28,     SW SE NE","White Exploration, Inc.","White Exploration, Inc.","Ash 'A' 1","15-007-23410","1632 KB","Log-Tech                      ","Dual Induction Log                                                   ","250","4899","127","Scanned","12/354/2008"
"1043986305","T32S R12W, Sec. 20,       NE NE","Dixon Energy, Inc.","Dixon Operating Company, LLC","Kirkbride 5","15-007-23772","1628 KB","Log-Tech                      ","Dual Induction Log                                                   ","200","4897","125","Scanned","10/288/2011"
"1043986305","T32S R12W, Sec. 20,       NE NE","Dixon Energy, Inc.","Dixon Operating Company, LLC","Kirkbride 5","15-007-23772","1628 KB","Log-Tech                      ","Dual Induction Log                                                   ","200","4897","125","Scanned","10/288/2011"
"1044006789","T32S R12W, Sec. 27,     SE SW NW","White Exploration, Inc.","White Exploration, Inc.","Ash 'A' 2","15-007-23794","1580 KB","Log-Tech                      ","Dual Induction Log                                                   ","250","4879","125","Scanned","11/313/2011"
"1044006789","T32S R12W, Sec. 27,     SE SW NW","White Exploration, Inc.","White Exploration, Inc.","Ash 'A' 2","15-007-23794","1580 KB","Log-Tech                      ","Dual Induction Log                                                   ","250","4879","125","Scanned","11/313/2011"
"1044125398","T32S R12W, Sec. 27,   NE SW SW SW","White Exploration, Inc.","White Exploration, Inc.","Ash 3","15-007-23900","1619 GL","Log-Tech                      ","Dual Induction Log                                                   ","250","4946","126","Scanned","07/189/2012"
"1023732216","T32S R12W, Sec. 28,     SW SW SE","Woolsey Petroleum Corp.","Dixon Operating Company, LLC","Tedrow 6","15-007-22671","1658 KB","Log-Tech                      ","Sonic Cement Bond Log                                                ","2700","4947","125","Scanned","09/255/2001"
"1034468742","T32S R12W, Sec. 28,   NE SW SE SE","Kenneth S. White","White Exploration, Inc.","Ash 1","15-007-23000","1565 KB","Log-Tech                      ","Dual Compensated Porosity Log                                        ","3250","4533","123","Scanned","04/94/2006"
"1043128395","T32S R12W, Sec. 27,     NW NE SW","White Exploration, Inc.","White Exploration, Inc.","Ash 'B' 1","15-007-23629","1609 KB","Log-Tech                      ","Dual Compensated Porosity Log                                        ","3000","4902","125","Scanned","12/349/2010"
"1044013854","T32S R12W, Sec. 27,   SW NE SW SW","White Exploration, Inc.","White Exploration, Inc.","Ash 2","15-007-23798","1613 KB","Log-Tech                      ","Dual Compensated Porosity Log                                        ","3000","4907","127","Scanned","11/326/2011"
"1044013854","T32S R12W, Sec. 27,   SW NE SW SW","White Exploration, Inc.","White Exploration, Inc.","Ash 2","15-007-23798","1613 KB","Log-Tech                      ","Dual Compensated Porosity Log                                        ","3000","4907","127","Scanned","11/326/2011"
"1038844444","T32S R12W, Sec. 28,     SW SE NE","White Exploration, Inc.","White Exploration, Inc.","Ash 'A' 1","15-007-23410","1632 KB","Log-Tech                      ","Dual Compensated Porosity Log                                        ","3300","4880","127","Scanned","12/354/2008"
"1043986305","T32S R12W, Sec. 20,       NE NE","Dixon Energy, Inc.","Dixon Operating Company, LLC","Kirkbride 5","15-007-23772","1628 KB","Log-Tech                      ","Dual Compensated Porosity Log                                        ","3450","4877","125","Scanned","10/288/2011"
"1043986305","T32S R12W, Sec. 20,       NE NE","Dixon Energy, Inc.","Dixon Operating Company, LLC","Kirkbride 5","15-007-23772","1628 KB","Log-Tech                      ","Dual Compensated Porosity Log                                        ","3450","4877","125","Scanned","10/288/2011"
"1044006789","T32S R12W, Sec. 27,     SE SW NW","White Exploration, Inc.","White Exploration, Inc.","Ash 'A' 2","15-007-23794","1580 KB","Log-Tech                      ","Dual Compensated Porosity Log                                        ","3000","4859","125","Scanned","11/313/2011"
"1044006789","T32S R12W, Sec. 27,     SE SW NW","White Exploration, Inc.","White Exploration, Inc.","Ash 'A' 2","15-007-23794","1580 KB","Log-Tech                      ","Dual Compensated Porosity Log                                        ","3000","4859","125","Scanned","11/313/2011"
"1044125398","T32S R12W, Sec. 27,   NE SW SW SW","White Exploration, Inc.","White Exploration, Inc.","Ash 3","15-007-23900","1619 GL","Log-Tech                      ","Dual Compensated Porosity Log                                        ","3000","4926","126","Scanned","07/189/2012"
"1043128395","T32S R12W, Sec. 27,     NW NE SW","White Exploration, Inc.","White Exploration, Inc.","Ash 'B' 1","15-007-23629","1609 KB","Log-Tech                      ","Borehole Compensated Sonic                                           ","3000","4912","125","Scanned","12/349/2010"
"1044013854","T32S R12W, Sec. 27,   SW NE SW SW","White Exploration, Inc.","White Exploration, Inc.","Ash 2","15-007-23798","1613 KB","Log-Tech                      ","Borehole Compensated Sonic                                           ","3000","4917","127","Scanned","11/326/2011"
"1038844444","T32S R12W, Sec. 28,     SW SE NE","White Exploration, Inc.","White Exploration, Inc.","Ash 'A' 1","15-007-23410","1632 KB","Log-Tech                      ","Borehole Compensated Sonic                                           ","250","4886","127","Scanned","12/354/2008"
"1043986305","T32S R12W, Sec. 20,       NE NE","Dixon Energy, Inc.","Dixon Operating Company, LLC","Kirkbride 5","15-007-23772","1628 KB","Log-Tech                      ","Borehole Compensated Sonic                                           ","200","4887","125","Scanned","10/288/2011"
"1044006789","T32S R12W, Sec. 27,     SE SW NW","White Exploration, Inc.","White Exploration, Inc.","Ash 'A' 2","15-007-23794","1580 KB","Log-Tech                      ","Borehole Compensated Sonic                                           ","3000","4869","125","Scanned","11/313/2011"
"1044125398","T32S R12W, Sec. 27,   NE SW SW SW","White Exploration, Inc.","White Exploration, Inc.","Ash 3","15-007-23900","1619 GL","Log-Tech                      ","Borehole Compensated Sonic                                           ","3000","4936","126","Scanned","07/189/2012"
"1043128395","T32S R12W, Sec. 27,     NW NE SW","White Exploration, Inc.","White Exploration, Inc.","Ash 'B' 1","15-007-23629","1609 KB","Log-Tech                      ","Microresistivity Log                                                 ","3000","4922","125","Scanned","12/349/2010"
"1044013854","T32S R12W, Sec. 27,   SW NE SW SW","White Exploration, Inc.","White Exploration, Inc.","Ash 2","15-007-23798","1613 KB","Log-Tech                      ","Microresistivity Log                                                 ","3000","4927","127","Scanned","11/326/2011"
"1044013854","T32S R12W, Sec. 27,   SW NE SW SW","White Exploration, Inc.","White Exploration, Inc.","Ash 2","15-007-23798","1613 KB","Log-Tech                      ","Microresistivity Log                                                 ","3000","4927","127","Scanned","11/326/2011"
"1038844444","T32S R12W, Sec. 28,     SW SE NE","White Exploration, Inc.","White Exploration, Inc.","Ash 'A' 1","15-007-23410","1632 KB","Log-Tech                      ","Microresistivity Log                                                 ","3300","4899","127","Scanned","12/354/2008"
"1043986305","T32S R12W, Sec. 20,       NE NE","Dixon Energy, Inc.","Dixon Operating Company, LLC","Kirkbride 5","15-007-23772","1628 KB","Log-Tech                      ","Microresistivity Log                                                 ","3450","4897","125","Scanned","10/288/2011"
"1043986305","T32S R12W, Sec. 20,       NE NE","Dixon Energy, Inc.","Dixon Operating Company, LLC","Kirkbride 5","15-007-23772","1628 KB","Log-Tech                      ","Microresistivity Log                                                 ","3450","4897","125","Scanned","10/288/2011"
"1044006789","T32S R12W, Sec. 27,     SE SW NW","White Exploration, Inc.","White Exploration, Inc.","Ash 'A' 2","15-007-23794","1580 KB","Log-Tech                      ","Microresistivity Log                                                 ","3000","4879","125","Scanned","11/313/2011"
"1044006789","T32S R12W, Sec. 27,     SE SW NW","White Exploration, Inc.","White Exploration, Inc.","Ash 'A' 2","15-007-23794","1580 KB","Log-Tech                      ","Microresistivity Log                                                 ","3000","4879","125","Scanned","11/313/2011"
"1044125398","T32S R12W, Sec. 27,   NE SW SW SW","White Exploration, Inc.","White Exploration, Inc.","Ash 3","15-007-23900","1619 GL","Log-Tech                      ","Microresistivity Log                                                 ","3000","4946","126","Scanned","07/189/2012"
"1001187217","T32S R12W, Sec. 20,     NE NE SE","SINCLAIR OIL & GAS CO.","","Kirkbride 'D' 2","15-007-10098","1608 DF","McCullough Tool Co.           ","Radiation Log                                                        ","4000","4038","","Unscanned","07/187/1958"
"1002885511","T32S R12W, Sec. 19,     NW SE SE","CHAMPLIN OIL & REFINING CO.","","Richardson, T.H. 1","15-007-00346","1795 KB","Perforating Guns Atlas Corp.  ","Simultaneous Radiation Log                                           ","25","4626","110","Unscanned","11/323/1956"
"1006013414","T32S R12W, Sec. 28,     NW NW NW","Petroleum, Inc.","Dixon Operating Company, LLC","Forsyth 1","15-007-00620","1585 KB","Perforating Guns Atlas Corp.  ","Simultaneous Radiation Log                                           ","100","4439","","Scanned","10/298/1957"
"1044195860","T32S R12W, Sec. 21,     NW NW SW","Petroleum, Inc.","","Kirkbride 1","15-007-01025"," ","Perforating Guns Atlas Corp.  ","Simultaneous Radiation Log                                           ","25","4450","","Unscanned","12/340/1956"
"1001187200","T32S R12W, Sec. 17,     NW NW SW","Magnolia Petroleum Co.","","Forsyth, C. J. 1","15-007-10083","1650 DF","Perforating Guns Atlas Corp.  ","Radiation Log                                                        ","3700","4462","","Scanned","02/55/1956"
"1001187207","T32S R12W, Sec. 18,     SE NE SE","Gulf Oil Corp.","","Forsyth, C. J. 1","15-007-10085","1649 KB","Perforating Guns Atlas Corp.  ","Radiation Log                                                        ","3650","4533","119","Unscanned","05/122/1956"
"1006014374","T32S R12W, Sec. 28,     NW SW SW","Clarke Corp.","Dixon Operating Company, LLC","Tedrow 4","15-007-20482","1646 KB","Petro-Log                     ","Correlation Log                                                      ","4000","4513","","Scanned","03/88/1977"
"1006014810","T32S R12W, Sec. 20,     W2 SW SE","GRAVES DRILLING CO., INC.","Graves Drilling Co., Inc.","Verdie 1","15-007-20705","1683 KB","Petro-Log                     ","Correlation Log                                                      ","233","4250","","Unscanned","02/38/1979"
"1006013999","T32S R12W, Sec. 28,     SE SW NE","Edmiston Oil Co.","Edmiston Oil Company, Inc.","Ash 1","15-007-20287","1627 KB","Petro-Log                     ","Radiation Guard Log                                                  ","3600","4501","116","Scanned","11/331/1974"
"1006014127","T32S R12W, Sec. 29,       SE NW","Graves Drilling Co., Inc.","Dixon Operating Company, LLC","Warwick 1","15-007-20357","1664 KB","Petro-Log                     ","Radiation Guard Log                                                  ","0","4507","116","Unscanned","11/307/1975"
"1006014129","T32S R12W, Sec. 28,       NW SW","Graves Drilling Co., Inc.","Dixon Operating Company, LLC","Thomas-Forsyth 3","15-007-20358","1627 KB","Petro-Log                     ","Radiation Guard Log                                                  ","0","4466","125","Scanned","11/317/1975"
"1006014246","T32S R12W, Sec. 29,       NW SE","Graves Drilling Co., Inc.","Woolsey Operating Company, LLC","Thomas-Forsyth 5","15-007-20418","1595 KB","Petro-Log                     ","Radiation Guard Log                                                  ","0","4454","115","Scanned","06/159/1976"
"1006014298","T32S R12W, Sec. 29,       NE SW","Graves Drilling Co., Inc.","Dixon Operating Company, LLC","Warwick 2","15-007-20444","1663 KB","Petro-Log                     ","Radiation Guard Log                                                  ","0","4519","115","Unscanned","10/281/1976"
"1006014374","T32S R12W, Sec. 28,     NW SW SW","Clarke Corp.","Dixon Operating Company, LLC","Tedrow 4","15-007-20482","1646 KB","Petro-Log                     ","Radiation Guard Log                                                  ","0","4525","115","Scanned","03/81/1977"
"1006014436","T32S R12W, Sec. 29,     NE SE SE","Graves Drilling Co., Inc.","Dixon Operating Company, LLC","Thomas-Forsyth 8","15-007-20514","1649 KB","Petro-Log                     ","Radiation Guard Log                                                  ","0","4506","121","Scanned","07/209/1977"
"1006014628","T32S R12W, Sec. 29,     S2 NW NE","Graves Drilling Co., Inc.","Dixon Operating Company, LLC","Warwick 3","15-007-20614","1629 KB","Petro-Log                     ","Radiation Guard Log                                                  ","0","4476","120","Scanned","04/120/1978"
"1006015415","T32S R12W, Sec. 30,     S2 NE SE","Graves Drilling Co., Inc.","Dixon Operating Company, LLC","Gibson 1","15-007-21017","1801 KB","Petro-Log                     ","Radiation Guard Log                                                  ","0","4688","122","Unscanned","10/299/1980"
"1006015381","T32S R12W, Sec. 30,   NE SE SE SE","Clarke Corp.","","Skelly 2","15-007-21000","1806 KB","Petro-Log                     ","Radiation Guard Log                                                  ","4450","4695","122","Unscanned","09/270/1980"
"1006015636","T32S R12W, Sec. 29,     S2 NW SW","GRAVES DRILLING CO., INC.","Graves Drilling Co., Inc.","Warwick 4","15-007-21133","1672 KB","Petro-Log                     ","Radiation Guard Log                                                  ","0","4560","121","Unscanned","03/65/1981"
"1006014296","T32S R12W, Sec. 29,       NE SE","Graves Drilling Co., Inc.","Dixon Operating Company, LLC","Thomas-Forsyth 7","15-007-20443","1615 KB","Petro-Log                     ","Sonic Cement Bond Log                                                ","3950","4451","","Scanned","10/276/1976"
"1006015881","T32S R12W, Sec. 20,     SW SW SW","GRAVES DRILLING CO., INC.","","Warwick 5","15-007-21261","1745 KB","Petro-Log                     ","Gamma Ray                                                            ","3500","4609","","Unscanned","09/255/1981"
"1006014191","T32S R12W, Sec. 28,       SE NW","Graves Drilling Co., Inc.","Dixon Operating Company, LLC","Kirkbride 1","15-007-20390","1552 KB","Petro-Log                     ","Gamma Ray Neutron Caliper                                            ","0","4398","115","Scanned","02/54/1976"
